pk_cliente;nome_cliente;regiao_cliente;pais_cliente
19058;Shawn Goel;United Kingdom;GB
19059;George Rodriguez;United Kingdom;GB
19060;Stephanie Stone;United Kingdom;GB
19061;Heather Gao;France;FR
19062;Erica Zhou;France;FR
19063;Gabrielle Kelly;France;FR
19064;Veronica Madan;Germany;DE
19065;Michele Arun;Germany;DE
19066;Dylan Sharma;United Kingdom;GB
19067;Misty Luo;Germany;DE
19068;Alma Son;Germany;DE
19069;Thomas Hall;France;FR
19070;Kristopher Garcia;United Kingdom;GB
19071;Joe Jimenez;United Kingdom;GB
19072;Tamara Lu;United Kingdom;GB
19073;Lolan Song;United Kingdom;GB
19074;Colleen Shen;France;FR
19075;Brent Wu;France;FR
19076;Jaclyn Pal;France;FR
19077;Pedro Prasad;United Kingdom;GB
19078;Misty She;France;FR
19079;Brett Lopez;France;FR
19080;Ross Vance;France;FR
19081;Leslie Rubio;Germany;DE
19082;Alvin Zhang;United Kingdom;GB
19083;Steven Rivera;Australia;AU
19084;Colleen Raje;Australia;AU
19085;Shawna Kumar;Australia;AU
19086;Tommy Chander;Australia;AU
19087;Erica Gao;Australia;AU
19088;Rafael Kumar;Australia;AU
19089;Regina Arthur;Australia;AU
19090;Marshall Chander;Australia;AU
19091;Warren Yuan;Australia;AU
19092;Eric Gonzalez;Australia;AU
19093;Tara Ashe;Australia;AU
19094;Todd Yang;Australia;AU
19095;Meredith Martinez;Australia;AU
19096;Douglas Suri;Australia;AU
19097;Mindy Pal;Australia;AU
19098;Xavier Evans;Australia;AU
19099;Sheena Deng;Australia;AU
19100;Bradley Rai;Australia;AU
19101;Susan Cai;Australia;AU
19102;Claudia Ye;Australia;AU
19103;Johnathan Raman;Australia;AU
19104;Mariah James;Australia;AU
19105;Stacy Dominguez;Australia;AU
19106;Terrance Sai;Australia;AU
19107;Franklin Liu;Northwest;US
19108;Haley Stewart;Northwest;US
19109;Jade Brooks;Southwest;US
19110;Jesse Kelly;Southwest;US
19111;Mariah Kelly;Southwest;US
19112;Victoria Hughes;Southwest;US
19113;Aaron Patterson;Canada;CA
19114;Natalie Richardson;Southwest;US
19115;Bailey Sanchez;Southwest;US
19116;Logan Alexander;Canada;CA
19117;Kaitlyn Coleman;Southwest;US
19118;Ian Thomas;Canada;CA
19119;Connor Simmons;Northwest;US
19120;Caleb Sharma;Northwest;US
19121;Kaitlyn Blue;Southwest;US
19122;Abigail Hughes;Southwest;US
19123;Emma Washington;Canada;CA
19124;Cody Bailey;Southwest;US
19125;Cameron Russell;Northwest;US
19126;Kristopher Kapoor;Northwest;US
19127;Alexa Sanchez;Northwest;US
19128;Madison Jackson;Southwest;US
19129;Carson Simmons;Southwest;US
19130;Madeline Baker;Southwest;US
19131;Mason Blue;Northwest;US
19132;Benjamin Washington;Northwest;US
19133;Logan Martinez;Northwest;US
19134;Sierra Allen;Southwest;US
19135;Logan Brown;Northwest;US
19136;Richard Cook;Northwest;US
19137;Eric Russell;Northwest;US
19138;Eric Coleman;Northwest;US
19139;Oscar Simmons;Northwest;US
19140;Melanie Rogers;Southwest;US
19141;Samuel Martinez;Northwest;US
19142;Dalton Washington;Southwest;US
19143;Lauren Long;Northwest;US
19144;Edwin He;Southwest;US
19145;Adriana Malhotra;Southwest;US
19146;Mariah Morgan;Southwest;US
19147;Edward Thomas;Canada;CA
19148;Cody Ramirez;Northwest;US
19149;Sean Parker;Northwest;US
19150;Maria Bailey;Canada;CA
19151;Ian Cooper;Northwest;US
19152;Jonathan Walker;Northwest;US
19153;Dylan Griffin;Southwest;US
19154;William Sotelo;Northwest;US
19155;Caroline Flores;Southwest;US
19156;Julia Jenkins;Northwest;US
19157;Eduardo Thompson;Northwest;US
19158;Destiny Griffin;Southwest;US
19159;Richard Gonzalez;Southwest;US
19160;Sara Perez;Southwest;US
19161;Jeremiah Hughes;Southwest;US
19162;Peter Raji;Southwest;US
19163;Riley Bailey;Southwest;US
19164;Danielle Morgan;Southwest;US
19165;Miranda Russell;Southwest;US
19166;Olivia Jenkins;Southwest;US
19167;Caitlin Morgan;Southwest;US
19168;Nathan Kumar;Northwest;US
19169;Arianna Bryant;Northwest;US
19170;Luis Campbell;Northwest;US
19171;Melanie Torres;Southwest;US
19172;Calvin Luo;United Kingdom;GB
19173;Kelli Lal;United Kingdom;GB
19174;Katelyn Howard;France;FR
19175;Wayne Sharma;United Kingdom;GB
19176;Ebony Vazquez;Germany;DE
19177;Donna Chander;Germany;DE
19178;Sarah Miller;Germany;DE
19179;Gloria Sanz;France;FR
19180;Joan Navarro;France;FR
19181;Chad Pal;France;FR
19182;Lance Dominguez;France;FR
19183;Edwin Raje;France;FR
19184;Emily Hayes;United Kingdom;GB
19185;Jacqueline Bradley;France;FR
19186;Bob Garcia;United Kingdom;GB
19187;Karl Pal;United Kingdom;GB
19188;Dalton Anderson;Germany;DE
19189;Morgan Price;France;FR
19190;Carl Shen;United Kingdom;GB
19191;Keith Chande;Germany;DE
19192;Erika Ruiz;United Kingdom;GB
19193;Omar Lal;United Kingdom;GB
19194;Cesar Garcia;France;FR
19195;Darren Romero;United Kingdom;GB
19196;April She;Germany;DE
19197;Briana Sandoval;Germany;DE
19198;Melissa Brooks;Southwest;US
19199;David Williams;Southwest;US
19200;Luke Henderson;Canada;CA
19201;Charles Brooks;Northwest;US
19202;Brianna Lee;Northwest;US
19203;Darren Navarro;Southwest;US
19204;Sydney Evans;Northwest;US
19205;James Perry;Canada;CA
19206;Destiny Cooper;Southwest;US
19207;Jeremiah Turner;Canada;CA
19208;Angelica Diaz;Northwest;US
19209;Alexandra Nelson;Northwest;US
19210;Alexis Price;Southwest;US
19211;Anna Lee;Southwest;US
19212;Brianna Clark;Northwest;US
19213;Amanda Simmons;Southwest;US
19214;Cassidy Powell;Southwest;US
19215;Edward Hall;Northwest;US
19216;Gabriel Lopez;Southwest;US
19217;Jose Nelson;Canada;CA
19218;Nathaniel Brooks;Southwest;US
19219;Mary Peterson;Northwest;US
19220;Mariah Sanchez;Canada;CA
19221;Kaitlyn Williams;Southwest;US
19222;Jordan Hall;Northwest;US
19223;Jacqueline Cook;Canada;CA
19224;Stephanie Henderson;Canada;CA
19225;Jeremy Watson;Southwest;US
19226;Neil Carlson;Southwest;US
19227;Logan Nelson;Northwest;US
19228;Morgan Ramirez;Northwest;US
19229;David Robinson;Southwest;US
19230;Joy Moreno;Southwest;US
19231;Meghan Gill;Southwest;US
19232;Candice Chow;Canada;CA
19233;Omar Andersen;Southwest;US
19234;Micah Zheng;Southwest;US
19235;Kayla Bennett;Southwest;US
19236;Chloe Phillips;Northwest;US
19237;Kristy Gomez;Northwest;US
19238;Isabella West;Northwest;US
19239;Jeremy Alexander;Northwest;US
19240;Theresa Jimenez;Southwest;US
19241;Diane Dominguez;Southwest;US
19242;Devin Baker;Southwest;US
19243;James Thomas;Southwest;US
19244;Sebastian Ward;Southwest;US
19245;Isaiah King;Southwest;US
19246;Carlos Campbell;Northwest;US
19247;Michele Martinez;United Kingdom;GB
19248;Sheena Black;Germany;DE
19249;Chad Andersen;Germany;DE
19250;Lacey Wu;Germany;DE
19251;Brett Sai;Germany;DE
19252;Jasmine Brooks;France;FR
19253;Gabrielle Ross;United Kingdom;GB
19254;Anibal Sousa;Germany;DE
19255;Terrance Sara;France;FR
19256;Abigail Griffin;France;FR
19257;Dana Jiménez;Germany;DE
19258;Douglas Mehta;United Kingdom;GB
19259;Barbara Lin;Germany;DE
19260;Latoya Sharma;United Kingdom;GB
19261;Heather Wu;United Kingdom;GB
19262;Kari Sanchez;United Kingdom;GB
19263;Nina Chande;United Kingdom;GB
19264;Kristopher Gonzalez;Australia;AU
19265;Dale Raji;Australia;AU
19266;Grant Xu;Australia;AU
19267;Marshall Raje;Australia;AU
19268;Alyssa Ward;Australia;AU
19269;Kathleen Navarro;Australia;AU
19270;Shawn Shen;Australia;AU
19271;Kristopher Fernandez;Australia;AU
19272;Shaun Andersen;France;FR
19273;Natalie Henderson;France;FR
19274;Karen Yang;Germany;DE
19275;Gregory Rai;France;FR
19276;Ruben Sai;France;FR
19277;Billy Jiménez;France;FR
19278;Willie Sun;United Kingdom;GB
19279;Omar Xu;United Kingdom;GB
19280;Darrell Andersen;France;FR
19281;Mallory Carlson;France;FR
19282;Hailey Wood;France;FR
19283;Adrian Sanders;Germany;DE
19284;Briana Romero;Germany;DE
19285;Jacqueline Howard;Germany;DE
19286;Kaitlyn Butler;Germany;DE
19287;Shane Chandra;France;FR
19288;Candice Wang;Germany;DE
19289;Johnathan Patel;Germany;DE
19290;Sergio Prasad;United Kingdom;GB
19291;Colleen Wu;United Kingdom;GB
19292;Micah Lin;France;FR
19293;Chloe Watson;France;FR
19294;Stanley Garcia;Germany;DE
19295;Katelyn Green;France;FR
19296;Jake Zheng;France;FR
19297;Cedric Xie;France;FR
19298;Priscilla Andersen;Germany;DE
19299;Carrie Browning;United Kingdom;GB
19300;Clarence Hu;Germany;DE
19301;Jamie Liu;United Kingdom;GB
19302;Brad Xie;United Kingdom;GB
19303;Sylvia Spencer;France;FR
19304;Sara Nelson;Germany;DE
19305;Gabriella Young;United Kingdom;GB
19306;Candace Perez;France;FR
19307;Micheal Alonso;United Kingdom;GB
19308;Casey Rai;United Kingdom;GB
19309;Frank Suarez;France;FR
19310;Evelyn Raman;France;FR
19311;Dana Rubio;Germany;DE
19312;Valerie Zheng;United Kingdom;GB
19313;Charles Baker;France;FR
19314;Alvin Beck;Germany;DE
19315;Devon Sharma;France;FR
19316;Raymond Srini;Germany;DE
19317;Sara Scott;France;FR
19318;Jamie Dominguez;France;FR
19319;Darryl Guo;France;FR
19320;Bethany Deng;France;FR
19321;Clifford Weber;Germany;DE
19322;Gerald Romero;United Kingdom;GB
19323;Jeremy Rogers;France;FR
19324;Tanya Blanco;France;FR
19325;Kelli Chen;Germany;DE
19326;Marcus Robinson;France;FR
19327;Candace Gonzalez;France;FR
19328;Shawn Xu;United Kingdom;GB
19329;Nancy Srini;Germany;DE
19330;Johnny Shen;Germany;DE
19331;Jessie Hu;Germany;DE
19332;Kelvin Alan;Germany;DE
19333;Candace Malhotra;Germany;DE
19334;Katherine Baker;United Kingdom;GB
19335;Cedric Ye;France;FR
19336;Ricardo Andersen;France;FR
19337;Bonnie Luo;United Kingdom;GB
19338;Paula Dominguez;France;FR
19339;Lance Gomez;Germany;DE
19340;Renee Dominguez;Germany;DE
19341;Clarence Huang;United Kingdom;GB
19342;Aimee Zeng;United Kingdom;GB
19343;Louis Ye;France;FR
19344;Mandy Ma;Germany;DE
19345;Kaitlin Prasad;Germany;DE
19346;Donna She;United Kingdom;GB
19347;Alvin Zhao;United Kingdom;GB
19348;Ebony Raman;United Kingdom;GB
19349;Warren Anand;Germany;DE
19350;Bethany Ashe;United Kingdom;GB
19351;Edgar Vance;France;FR
19352;Arturo Chen;France;FR
19353;Desiree Gill;Germany;DE
19354;Abby Madan;Germany;DE
19355;Danny Munoz;United Kingdom;GB
19356;Francis Ortega;Germany;DE
19357;Ryan Flores;Germany;DE
19358;Jonathan Bryant;France;FR
19359;Roberto Townsend;United Kingdom;GB
19360;Joanna Hernandez;United Kingdom;GB
19361;Stacey Sun;United Kingdom;GB
19362;Karl Raje;United Kingdom;GB
19363;Regina Raman;France;FR
19364;Alejandro Nara;Germany;DE
19365;Wayne Shan;Germany;DE
19366;Christy Beck;France;FR
19367;Johnathan Gonzalez;France;FR
19368;Lindsay Anand;Germany;DE
19369;Clifford Suri;United Kingdom;GB
19370;Gilbert Yang;France;FR
19371;Roy Mehta;Germany;DE
19372;Cassidy Long;France;FR
19373;Rebekah Suri;Germany;DE
19374;Paula Ashe;France;FR
19375;Omar Anand;Germany;DE
19376;Paige Wood;France;FR
19377;Dominic Chandra;Germany;DE
19378;Lucas Davis;United Kingdom;GB
19379;Crystal Guo;United Kingdom;GB
19380;Marshall Luo;France;FR
19381;Brandi Romero;France;FR
19382;Jerry Shan;United Kingdom;GB
19383;Roger Nath;Germany;DE
19384;Gilbert Rai;Germany;DE
19385;Alisha Lin;Germany;DE
19386;Allen Martinez;France;FR
19387;Ruth Rana;Germany;DE
19388;Alberto Martin;Germany;DE
19389;Terrence Goel;United Kingdom;GB
19390;Terrance Perez;France;FR
19391;Sergio Rana;Germany;DE
19392;Sergio Kapoor;United Kingdom;GB
19393;Miguel Anderson;Southwest;US
19394;Henry Nelson;Canada;CA
19395;Austin Zhang;Southwest;US
19396;Tammy Prasad;Northwest;US
19397;Terry Shen;Southwest;US
19398;Dylan Gonzales;Southwest;US
19399;Anthony Brown;Canada;CA
19400;Gavin Hayes;Canada;CA
19401;Kyle Hernandez;Southwest;US
19402;Jeremiah Scott;Southwest;US
19403;Morgan Cook;Southwest;US
19404;Nicole Moore;Southwest;US
19405;Abigail Smith;Northwest;US
19406;Brooke Travers;Northwest;US
19407;Sarah Perry;Northwest;US
19408;Taylor Richardson;Southwest;US
19409;Savannah Allen;Southwest;US
19410;Chloe Adams;Northwest;US
19411;Sarah Alexander;Canada;CA
19412;Jaime Chander;Northwest;US
19413;Xavier Kelly;Northwest;US
19414;Alexis Ashe;Canada;CA
19415;Devin Collins;Germany;DE
19416;Caitlin Morris;United Kingdom;GB
19417;Alexis Foster;Germany;DE
19418;Nathan Miller;United Kingdom;GB
19419;Allison Adams;France;FR
19420;Stanley Raman;Germany;DE
19421;Jay Rana;France;FR
19422;Paula Gutierrez;Germany;DE
19423;Maria Price;France;FR
19424;Terrance Smith;United Kingdom;GB
19425;Arturo Zhao;United Kingdom;GB
19426;Brian Stewart;France;FR
19427;Troy Lopez;France;FR
19428;Eric Turner;Germany;DE
19429;Jared Kelly;Germany;DE
19430;Sharon Goel;United Kingdom;GB
19431;Bonnie She;France;FR
19432;Armando Dominguez;Germany;DE
19433;Bridget Raje;United Kingdom;GB
19434;Geoffrey Ashe;France;FR
19435;Benjamin Thompson;United Kingdom;GB
19436;Gregory Pal;France;FR
19437;Kelsey Rai;United Kingdom;GB
19438;Shannon Hu;Germany;DE
19439;Franklin Xu;Germany;DE
19440;Alicia Sharma;United Kingdom;GB
19441;Dale She;France;FR
19442;Connor Hill;France;FR
19443;Dominic Raman;Germany;DE
19444;Kayla Thomas;France;FR
19445;Emma Thompson;United Kingdom;GB
19446;Bridget Nath;France;FR
19447;Yolanda Simpson;France;FR
19448;Meagan Fernandez;United Kingdom;GB
19449;Nuan Yuan;Germany;DE
19450;Keith Lal;Germany;DE
19451;Pedro Sara;Germany;DE
19452;Jacob Anderson;France;FR
19453;Veronica Rana;Germany;DE
19454;Roger Sharma;Germany;DE
19455;Jack Perez;United Kingdom;GB
19456;Jesse Perez;Germany;DE
19457;Jennifer Williams;United Kingdom;GB
19458;Tyrone Blanco;France;FR
19459;Katie Yuan;United Kingdom;GB
19460;Arthur Diaz;France;FR
19461;Nichole Shan;United Kingdom;GB
19462;Paige Travers;France;FR
19463;Cassandra Chandra;France;FR
19464;Tyrone Alonso;France;FR
19465;Sierra Baker;France;FR
19466;Morgan Lopez;United Kingdom;GB
19467;Krista Alvarez;United Kingdom;GB
19468;Ramon Lin;France;FR
19469;Valerie Cai;France;FR
19470;Kelli Ye;United Kingdom;GB
19471;Bryant Martinez;United Kingdom;GB
19472;Heidi Sara;Germany;DE
19473;Roger Chande;France;FR
19474;Jenny Luo;France;FR
19475;Mandy Ye;France;FR
19476;Sarah Anderson;Germany;DE
19477;Lance Rubio;United Kingdom;GB
19478;Tasha Goel;United Kingdom;GB
19479;Jessica Gray;United Kingdom;GB
19480;Lisa Zeng;France;FR
19481;Darren Suarez;France;FR
19482;Andy Ortega;Germany;DE
19483;Michele Serrano;United Kingdom;GB
19484;Willie Liang;France;FR
19485;Raul Shan;France;FR
19486;Melanie Price;United Kingdom;GB
19487;Dwayne Gutierrez;France;FR
19488;Jamie Lin;France;FR
19489;Alexandra Patterson;France;FR
19490;Kristina Smith;France;FR
19491;Stanley Prasad;France;FR
19492;Andres Andersen;France;FR
19493;Karla Shan;United Kingdom;GB
19494;Sergio Martinez;France;FR
19495;Francis Gill;France;FR
19496;Edgar Subram;Germany;DE
19497;Raul She;United Kingdom;GB
19498;Christy Wang;United Kingdom;GB
19499;Shawn Black;United Kingdom;GB
19500;Russell Shan;United Kingdom;GB
19501;Allison Edwards;Germany;DE
19502;Felicia Carlson;United Kingdom;GB
19503;Bridget Luo;France;FR
19504;Dominic Garcia;France;FR
19505;Gilbert She;United Kingdom;GB
19506;Candice Lin;United Kingdom;GB
19507;Raul Shen;France;FR
19508;Troy Rana;France;FR
19509;Nancy Suri;Germany;DE
19510;Renee Torres;United Kingdom;GB
19511;Marcus Ward;United Kingdom;GB
19512;Marco Kapoor;United Kingdom;GB
19513;Jessie Liang;United Kingdom;GB
19514;Kari Rodriguez;Germany;DE
19515;Nancy Garcia;France;FR
19516;Kaitlyn Griffin;France;FR
19517;Max Gomez;France;FR
19518;Clifford Arun;Germany;DE
19519;Bianca Zhu;France;FR
19520;Kari Muñoz;United Kingdom;GB
19521;Jaime Dominguez;France;FR
19522;Christian Powell;United Kingdom;GB
19523;Brittney Holt;United Kingdom;GB
19524;Denise Malhotra;France;FR
19525;Hannah Flores;Canada;CA
19526;Angela Cooper;Canada;CA
19527;Gabriel Adams;Canada;CA
19528;Bailey Hall;Northwest;US
19529;Bailey Parker;Northwest;US
19530;Lisa Liang;Southwest;US
19531;John Robinson;Southwest;US
19532;Victoria Brown;Southwest;US
19533;Vanessa Long;Southwest;US
19534;Adrian Torres;Southwest;US
19535;Alex Mitchell;Southwest;US
19536;Brooke Cooper;Canada;CA
19537;Michelle Brooks;Northwest;US
19538;Connor Hall;Northwest;US
19539;Latoya Raji;Southwest;US
19540;Jade Richardson;Northwest;US
19541;Alexandra Cooper;Canada;CA
19542;Robert Allen;Northwest;US
19543;Evan Torres;Northwest;US
19544;Katherine Price;Southwest;US
19545;Garrett Watson;Southwest;US
19546;Angel Campbell;Canada;CA
19547;Lauren Patterson;Southwest;US
19548;Kaitlyn Howard;Southwest;US
19549;Kevin Sharma;Northwest;US
19550;Lucas Perez;Southwest;US
19551;Samuel Alexander;Northwest;US
19552;Margaret Zhu;Northwest;US
19553;Karen Wang;Canada;CA
19554;Emmanuel Raman;Canada;CA
19555;Alejandro Liu;Australia;AU
19556;Shawna Andersen;Australia;AU
19557;Bridget She;Australia;AU
19558;Gloria Ortega;Australia;AU
19559;Cedric Cai;Australia;AU
19560;Randall Martin;Australia;AU
19561;Orlando Serrano;Australia;AU
19562;Leah Guo;Australia;AU
19563;Robin Moreno;Australia;AU
19564;Lawrence Gutierrez;Australia;AU
19565;Patricia Saunders;Australia;AU
19566;Ruben Sara;Australia;AU
19567;Barbara Hu;Australia;AU
19568;Candice Sun;Australia;AU
19569;Kellie Torres;Australia;AU
19570;Kristy Navarro;Australia;AU
19571;Sydney Johnson;Australia;AU
19572;Melissa Bailey;Australia;AU
19573;Deanna Rubio;Australia;AU
19574;Michele Ramos;Australia;AU
19575;Marco Patel;Australia;AU
19576;Mackenzie Hill;Australia;AU
19577;Martin Perez;Australia;AU
19578;Max Rubio;Australia;AU
19579;Dawn Zheng;Australia;AU
19580;Eddie Sanz;Australia;AU
19581;Todd Ma;Australia;AU
19582;Bethany Luo;Australia;AU
19583;Jake Li;Australia;AU
19584;Terrance Sanchez;Australia;AU
19585;Kristi Fernandez;Australia;AU
19586;Alvin Sharma;Australia;AU
19587;Alyssa Martin;Australia;AU
19588;Raymond Raman;Australia;AU
19589;Jake Huang;Australia;AU
19590;Martin Subram;Australia;AU
19591;Derek Raji;Australia;AU
19592;Tara Xu;Australia;AU
19593;Carla Rana;Australia;AU
19594;Suzanne Liu;Australia;AU
19595;Carl Raji;Australia;AU
19596;Allen Fernandez;Australia;AU
19597;Jay Martin;Australia;AU
19598;Kaitlyn Powell;Australia;AU
19599;Alvin Jai;Australia;AU
19600;Lacey Andersen;Australia;AU
19601;Alfredo Suarez;Australia;AU
19602;Stanley Madan;Australia;AU
19603;Tabitha Hernandez;Australia;AU
19604;Wendy Blanco;Australia;AU
19605;Brad Shan;Australia;AU
19606;Gabriel Parker;Australia;AU
19607;Troy Subram;Australia;AU
19608;Harold Prasad;Australia;AU
19609;Kari Martinez;Australia;AU
19610;Deborah Andersen;Australia;AU
19611;Meagan Prasad;Australia;AU
19612;Marvin Sanz;Australia;AU
19613;Ruben Garcia;Australia;AU
19614;Wyatt Williams;Australia;AU
19615;Franklin Sun;Australia;AU
19616;Stefanie Rana;Australia;AU
19617;Keith Nath;Australia;AU
19618;Ross Johnsen;Australia;AU
19619;Eduardo Morris;Australia;AU
19620;Andy Vazquez;Australia;AU
19621;Mariah Barnes;Australia;AU
19622;Roger Yuan;Australia;AU
19623;Cristina Tang;Australia;AU
19624;Wesley Zhu;Australia;AU
19625;Ivan Gonzalez;Australia;AU
19626;Bradley Anand;Australia;AU
19627;Kari Blanco;Australia;AU
19628;Holly Martinez;Australia;AU
19629;Theresa Carlson;Australia;AU
19630;Jodi Raje;Australia;AU
19631;Timothy Scott;Australia;AU
19632;Lawrence Vazquez;Australia;AU
19633;Destiny Gray;Southwest;US
19634;Gregory Nath;Southwest;US
19635;Dawn Shan;Northwest;US
19636;Jessica Lee;Northwest;US
19637;Eduardo Long;Northwest;US
19638;Kimberly Peterson;Northwest;US
19639;Victor Gill;Southwest;US
19640;Richard Walker;Canada;CA
19641;Richard Evans;Northwest;US
19642;Kaylee Evans;Canada;CA
19643;Jacqueline Watson;Northwest;US
19644;Gloria Gill;Southwest;US
19645;Carlos Rogers;Canada;CA
19646;Ian Lee;Canada;CA
19647;Hailey Sanders;Canada;CA
19648;Lauren Hall;Canada;CA
19649;Elizabeth Martin;Northwest;US
19650;Sabrina Sanz;Australia;AU
